,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,VOLUME,WORT STRENGTH
0,5.4 g/l,,14.5%,,,Red wine,Luscious & jammy,metal screw cap,Spain,0.1 €,80.0 Kcal / 100ml,Tempranillo,"pork,casseroles,chicken, turkey,savoury snacks,metal screw cap,suitable for vegans,lighter glass bottle",,Matsu El Picaro 2017,bottle,15.85 EUR,Matsu Bodegas y Viñedos Ecológicos,484107,Castile-Leon,DO Toro,general selection,1.0 g/l,Norex Selected Brands,"medium-bodied,medium tannic,cherry notes,blackberry notes,wild strawberry notes,raspberry notes,cinnamon notes",0.75,
0,,,5.3%,"lager
(lager)",18.0 EBU,Beer,Lager,can,Finland,3.6 €,50.0 Kcal / 100ml,,"party wine,mild sausages,grilled food,savoury snacks",,"Karhu 5,3 24-pack can",can,5.99 EUR,Sinebrychoff,796459,,,general selection,,Sinebrychoff,"yellowy brown,tawny,medium-bodied,medium hopped,malty,light fruity notes",7.92,11.8 °P
0,,,0.0%,,,Non-alcoholic,"Water, juice and other",plastic closure,Finland,0.1 €,30.0 Kcal / 100ml,,,,Alko Sunset Sangria Mocktail plastic bottle,plastic bottle,8.76 EUR,Pramia,735384,,,general selection,70.0 g/l,Pramia,"red,sweetish,carbonated,fruity,orangey,light bitterness,hint of cinnamon",0.33,
0,,,0.0%,,,Non-alcoholic,"Water, juice and other",plastic closure,Finland,0.1 €,30.0 Kcal / 100ml,,,,Alko Sunset Sangria Mocktail plastic bottle,plastic bottle,8.76 EUR,Pramia,735384,,,general selection,70.0 g/l,Pramia,"red,sweetish,carbonated,fruity,orangey,light bitterness,hint of cinnamon",0.33,
0,5.5 g/l,,11.5%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Parellada,Macabeo,Xarel-lo","aperitif,seafood,lean fish,party wine",,Freixenet Cordon Negro Cava Brut,bottle,14.2 EUR,Freixenet,008961,,DO Cava,general selection,9.0 g/l,Hartwall,"brut,very acidic,apple notes,lemon notes,spicy",0.75,
0,5.4 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,Pinotage,"grilled food,spicy and meaty sausages,pork,beef,metal screw cap,local eco certificate",,Franschhoek Cellar Stone Bridge Pinotage 2016,bottle,17.73 EUR,Franschhoek Cellar,906467,Others,WO Western Cape,sale-to-order selection,4.0 g/l,Hartwall,"full-bodied,tannic,dark cherry notes,raspberry notes,spicy",0.75,
0,,,18.0%,,,Dessert wine & other fortified wines,Fortified wine,natural cork,France,,150.0 Kcal / 100ml,,"sweet desserts,berries and fruits,strong cheeses",,Ratafia de Champagne 2014,bottle,73.84 EUR,Champagne Geoffroy,924676,,,sale-to-order selection,120.0 g/l,Tampereen Viinitukku,"orange-red,sweet,cherry jam notes,berry notes,spicy",0.5,
0,5.7 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Italy,,70.0 Kcal / 100ml,Pinot Gris,"chicken, turkey,pasta and pizza,salads, vegetarian food,oriental food,metal screw cap,lighter glass bottle",,Ville di Antanè Pinot Grigio 2017,bottle,15.97 EUR,Ville di Antanè,908407,The Veneto,IGT Veneto,sale-to-order selection,3.0 g/l,Nordalco,"dry,medium acidic,fruity,citrus notes",0.75,
0,5.6 g/l,,12.0%,,,White wine,Smooth & light,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,"Pinot Blanc,Chardonnay,Sauvignon Blanc","party wine,salads, vegetarian food,savoury snacks,buffet",,Santero Dile Bianco,bottle,16.51 EUR,I.V.A.S.S.,950437,Others,,general selection,3.0 g/l,Cisa Drinks,"dry,medium acidic,apple notes,citrus notes,fruity",0.75,
0,6.2 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,Shiraz,"pork,grilled food,chicken, turkey,party wine,metal screw cap,lighter glass bottle",,Nugan Alfredo Second Pass Shiraz 2016,bottle,19.85 EUR,Nugan Estate,932057,Others,South Eastern Australia,general selection,8.0 g/l,Cisa Drinks,"medium-bodied,medium tannic,blueberry notes,cranberry notes,light currant notes,mocha notes,vanilla notes,hint of herb",0.75,
0,5.4 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,Italy,,80.0 Kcal / 100ml,Nebbiolo,"game birds,mutton, lamb",,Bruno Rocca Barbaresco 2015,bottle,73.09 EUR,Rabaja di Bruno Rocca,922593,Piedmont,DOCG Barbaresco,sale-to-order selection,1.0 g/l,Tampereen Viinitukku,"medium-bodied,medium tannic,dark cherry notes,raspberry notes,blackberry notes",0.75,
0,5.8 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,Shiraz,"grilled food,pork,casseroles,spicy and meaty sausages,metal screw cap",,KWV Classic Collection Shiraz 2016,bottle,14.4 EUR,KWV,449137,Others,Western Cape,general selection,2.0 g/l,Arvid Nordquist Hab (Suomi),"full-bodied,medium tannic,dark cherry notes,blackberry notes,light baked notes,pepper notes",0.75,
0,,,38.0%,,,Vodka & spirit,Vodka,plastic closure,Finland,0.2 €,210.0 Kcal / 100ml,,,,Koskenkorva Viina plastic bottle,plastic bottle,28.58 EUR,Altia,101316,,,general selection,3.0 g/l,Altia,"colourless,soft,smooth,grainy notes",0.5,
0,5.3 g/l,,13.0%,,,Red wine,Berried & fresh,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,"Canaiolo,Ciliegiolo,Sangiovese","pork,pasta and pizza,savoury snacks,chicken, turkey,organic,suitable for vegans",,Masi Serego Alighieri BellOvile Organic 2016,bottle,19.85 EUR,Masi Agricola,913537,Tuscany,IGT Rosso di Toscana,sale-to-order selection,3.0 g/l,Winestate Oy,"medium-bodied,medium tannic,berry notes,spicy,aromatic",0.75,
0,6.1 g/l,,14.5%,,,Red wine,Nuanced & developed,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,,"casseroles,spicy and meaty sausages,beef,pork",,Bersano Riserva Generala 2014,bottle,33.32 EUR,Bersano,470207,Piedmont,DOCG Nizza,limited quantity product,,Nordic Cellars,"medium-bodied,tannic,raspberry notes,blackcurrant notes,strawberry notes,hint of lavender,light pepper notes,oak notes",0.75,
0,6.7 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,Italy,,70.0 Kcal / 100ml,,"aperitif,sushi,lean fish,seafood",,Lo Sparviere Millesimato Franciacorta Brut 2012,bottle,40.53 EUR,Lo Sparviere,560697,,DOCG Franciacorta,limited quantity product,8.0 g/l,Red Bev,"brut,acidic,citrus notes,yellow plum notes,mineral notes,minerally,balanced,elegant",0.75,
0,,,42.0%,,,Whisky,Smooth & fruity,natural cork,Ireland,0.1 €,230.0 Kcal / 100ml,,,,Glendalough Double Barrel Single Grain,bottle,51.76 EUR,Glendalough Distillery,192957,,,general selection,,Granqvist Beverage House,"medium-bodied,amber-yellow,apricot notes,light orange peel notes,grainy notes,toffee notes,slightly spicy",0.7,
0,8.1 g/l,,12.0%,,,White wine,Nuanced & structured,natural cork,Germany,,70.0 Kcal / 100ml,Riesling,"sushi,seafood,fatty fish,grilled food",,Maximin Grünhaus Riesling Abtsberg GG 2017,bottle,57.31 EUR,Maximin Grünhaus,521897,Mosel,Qualitätswein Mosel,limited quantity product,9.0 g/l,Vinetum,"dry,acidic,ripe lime notes,apricot notes,birch leaf notes,mineral notes,minerally,elegant,long",0.75,
0,,,4.7%,"speciality
(speciality)",9.0 EBU,Beer,Speciality,crown cap,Germany,,40.0 Kcal / 100ml,,"salads, vegetarian food,mild sausages,clams, mussels, scallops and oysters,blini",,Ritterguts Gose Original,bottle,9.86 EUR,Ritterguts Gose,784066,,,general selection,,Pikkulintu,"golden-yellow,medium-bodied,cloudy,mildly hopped,wheat notes,lemon notes,light lime notes,salty,sour",0.5,11.6 °P
0,8.7 g/l,,15.0%,,,Red wine,Robust & powerful,natural cork,Italy,,80.0 Kcal / 100ml,"Corvina,Corvinone,Rondinella,Cabernet Sauvignon,Cabernet Franc,Merlot,Syraz,Teroldego,Croatina,Oseleta,Sangiovese,Marzemino,Garganega,Trebbiano Toscano,Sauvignon Blanc,Chardonnay","mutton, lamb,game,strong cheeses",,Zyme Kairos Rosso 2013,bottle,92.77 EUR,Azienda Agricola Zyme Di Celestino Gaspari,935647,The Veneto,IGP Rosso Veneto,sale-to-order selection,5.0 g/l,Tampereen Viinitukku,"extra full-bodied,medium tannic,chocolaty,dark cherry notes,ripe plum notes",0.75,
0,5.9 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Spain,0.1 €,70.0 Kcal / 100ml,"Sauvignon Blanc,Chardonnay","chicken, turkey,party wine,salads, vegetarian food,lean fish,metal screw cap",,Orgullo Vino Blanco,bottle,15.19 EUR,Orgullo Wines,931987,Others,Vino de la Tierra de Castilla,general selection,4.0 g/l,Quantum Beverages,"dry,acidic,green apple notes,apricot notes,pear notes,herbal notes",0.75,
0,,Beer-based,6.0%,,,Mixed drinks,Fruity,can,Finland,0.15 €,50.0 Kcal / 100ml,,,,The White Lie Godfather's Punch can,can,9.64 EUR,Saimaa Brewing Company,735734,,,general selection,50.0 g/l,Mbh Breweries,"grain yellow,cloudy,sweet,wheat notes,green apple notes,blood grapefruit notes,vanilla notes,fresh,refreshing",0.33,
0,,,43.7%,,,Gin and other spirits,Gin,synthetic cork,Finland,0.1 €,240.0 Kcal / 100ml,,synthetic cork,,Ägräs Gin,bottle,79.76 EUR,Ägräs Distillery,958476,,,general selection,,Quantum Beverages,"colourless,dry,soft,smooth,citrus notes,juniper berry notes,slightly spicy",0.5,
0,5.8 g/l,,13.0%,,,White wine,Nuanced & structured,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Viura,Malvasia","fatty fish,chicken, turkey,salads, vegetarian food,pasta and pizza",,Muga Blanco 2016,bottle,18.97 EUR,Bodegas Muga,584807,La Rioja,DOCa Rioja,general selection,,Tampereen Viinitukku,"dry,acidic,citrus notes,yellow plum notes,green apple notes,spicy,light oak notes",0.75,
0,5.5 g/l,,14.5%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,Cabernet Sauvignon,"mutton, lamb,beef,strong cheeses,game",,Villa Cafaggio Cortaccio 2011,bottle,49.2 EUR,Basilica Cafaggio,935677,Tuscany,IGT Toscana,general selection,,Cisa Drinks,"full-bodied,tannic,boysenberry notes,ripe plum notes,light currant notes,fig notes,hint of leather,oak notes",0.75,
0,5.5 g/l,,14.5%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,Cabernet Sauvignon,"mutton, lamb,beef,strong cheeses,game",,Villa Cafaggio Cortaccio 2011,bottle,49.2 EUR,Basilica Cafaggio,935677,Tuscany,IGT Toscana,general selection,,Cisa Drinks,"full-bodied,tannic,boysenberry notes,ripe plum notes,light currant notes,fig notes,hint of leather,oak notes",0.75,
0,4.9 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,Argentina,0.1 €,80.0 Kcal / 100ml,Malbec,"pork,casseroles,tapas and antipasti,mild cheeses",,Navarro Correas Colección Privada Malbec 2016,bottle,17.45 EUR,Bodega Navarro Correas,910697,Mendoza,Mendoza,general selection,3.0 g/l,Hartwall,"medium-bodied,medium tannic,dark cherry notes,boysenberry notes,light mint notes,slightly baked",0.75,
0,3.3 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,France,0.1 €,80.0 Kcal / 100ml,"Grenache,Mourvèdre,Syrah","casseroles,game birds,spicy and meaty sausages,beef",,Gerard Bertrand Château l'Hospitalet Rouge 2017,bottle,29.07 EUR,Gerard Bertrand,939947,Languedoc-Roussillon,AP Coteaux Du Languedoc,sale-to-order selection,1.0 g/l,Winestate Oy,"medium-bodied,medium tannic,berry notes,spicy,aromatic",0.75,
0,5.9 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,South Africa,0.1 €,70.0 Kcal / 100ml,"Chenin Blanc,Colombard","salads, vegetarian food,lean fish,savoury snacks,party wine,metal screw cap,lighter glass bottle",,Versus White 2018,bottle,9.72 EUR,Stellenbosch Vineyards,554637,Others,WO Western Cape,general selection,2.0 g/l,Vct Finland,"dry,acidic,citrus notes,pineapple notes,pear notes,light apple notes",0.75,
0,,,40.0%,,,Vodka & spirit,Flavoured vodka,metal screw cap,Sweden,0.1 €,220.0 Kcal / 100ml,,metal screw cap,,Absolut Citron,bottle,36.16 EUR,Absolut Company,186786,,,general selection,,Pernod Ricard,"colourless,warm,lemon aroma,balanced",0.5,
0,4.6 g/l,,13.5%,,,White wine,Generous & toasty,natural cork,France,0.1 €,80.0 Kcal / 100ml,Chardonnay,"fatty fish,chicken, turkey,clams, mussels, scallops and oysters,mushrooms",,Domaine de l'Aigle Limoux Chardonnay 2015,bottle,26.52 EUR,Gérard Bertrand,505367,Languedoc-Roussillon,AOP Limoux,general selection,,Winestate,"dry,acidic,yellow plum notes,citrus notes,ripe apricot notes,creamy,oak notes",0.75,
0,4.8 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,Greece,0.1 €,80.0 Kcal / 100ml,"Agiorgitiko,Syrah","pork,party wine,casseroles,tapas and antipasti,metal screw cap",,Gaia Monograph Agiorgitiko Syrah 2016,bottle,17.17 EUR,Gaia Estates,499557,,PGI Peloponnese,general selection,,Vindirekt Finland,"medium-bodied,medium tannic,blackberry notes,cherry notes,light blueberry notes,hint of black pepper",0.75,
0,,,5.2%,"lager
(continental)",26.0 EBU,Beer,Lager,crown cap,Czech Republic,0.1 €,40.0 Kcal / 100ml,,"party wine,pork,mild sausages,savoury snacks",,Holba Premium,bottle,6.1 EUR,Pivovar Holba,770396,,,general selection,,Diamond Beer B.C.,"yellow,medium-bodied,medium hopped,grainy notes,light fruity notes,hint of herb",0.5,11.8 °P
0,5.7 g/l,,13.0%,,,White wine,Smooth & light,natural cork,France,,80.0 Kcal / 100ml,Chardonnay,"chicken, turkey,lean fish,fatty fish,strong cheeses",,Petite Marne Côtes du Jura Chardonnay 2016,bottle,35.95 EUR,Domaine de la Petite Marne,927637,Others,AC Cotes du Jura,sale-to-order selection,5.0 g/l,Muru Wines Oy,"dry,medium acidic,apple notes,toasted,roasted,baked,citrus notes",0.75,
0,4.6 g/l,,13.5%,,,Red wine,Berried & fresh,metal screw cap,France,0.1 €,80.0 Kcal / 100ml,Pinot Noir,"fatty fish,pasta and pizza,mushrooms,chicken, turkey,metal screw cap",,Les Carabènes Pinot Noir 2017,bottle,15.72 EUR,Anne de Joyeuse,444487,Languedoc-Roussillon,IGP Pays d'Oc,general selection,,Servaali,"medium-bodied,medium tannic,cherry notes,cranberry notes,hint of strawberry",0.75,
0,5.2 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,Argentina,0.1 €,80.0 Kcal / 100ml,"Malbec,Cabernet Sauvignon,Bonarda,Cabernet Franc","casseroles,beef,mutton, lamb,mild cheeses",,Milamore 2015,bottle,33.19 EUR,Renacer,939907,Mendoza,Mendoza,general selection,8.0 g/l,Servaali,"full-bodied,medium tannic,dark cherry notes,strawberry notes,blackcurrant notes,plum jam notes,spicy",0.75,
0,,,30.0%,,,Liqueur & bitter,Herbal liquers,metal screw cap,Italy,0.1 €,280.0 Kcal / 100ml,,metal screw cap,,Galliano Vanilla,bottle,37.97 EUR,Lucas Bols,180954,,,general selection,260.0 g/l,Edrington Finland,"bright yellow,full-bodied,warm,vanilla notes,anise aroma,herbal notes",0.35,
0,6.1 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,80.0 Kcal / 100ml,Zinfandel,"grilled food,mutton, lamb,beef,game,local eco certificate",,3 Finger Jack Old Vine Zinfandel 2016,bottle,23.84 EUR,3 Finger Jack Cellars,903297,California,Lodi,sale-to-order selection,2.0 g/l,Winestate,"full-bodied,tannic,dark cherry notes,oak notes,chocolaty",0.75,
0,6.1 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,80.0 Kcal / 100ml,Zinfandel,"grilled food,mutton, lamb,beef,game,local eco certificate",,3 Finger Jack Old Vine Zinfandel 2016,bottle,23.84 EUR,3 Finger Jack Cellars,903297,California,Lodi,sale-to-order selection,2.0 g/l,Winestate,"full-bodied,tannic,dark cherry notes,oak notes,chocolaty",0.75,
0,5.4 g/l,,12.0%,,,White wine,Nuanced & structured,synthetic cork,France,0.1 €,70.0 Kcal / 100ml,Silvaner,"chicken, turkey,savoury snacks,pasta and pizza,mild cheeses,synthetic cork",,Gisselbrecht Sylvaner Tradition 2016,bottle,18.37 EUR,Willy Gisselbrecht,508154,Alsace,AC Alsace,general selection,6.0 g/l,Pernod Ricard,"dry,acidic,whitecurrant notes,citrus notes,apricot notes,light marzipan notes",0.375,
0,5.4 g/l,,12.0%,,,White wine,Nuanced & structured,synthetic cork,France,0.1 €,70.0 Kcal / 100ml,Silvaner,"chicken, turkey,savoury snacks,pasta and pizza,mild cheeses,synthetic cork",,Gisselbrecht Sylvaner Tradition 2016,bottle,18.37 EUR,Willy Gisselbrecht,508154,Alsace,AC Alsace,general selection,6.0 g/l,Pernod Ricard,"dry,acidic,whitecurrant notes,citrus notes,apricot notes,light marzipan notes",0.375,
0,,,40.0%,,,Cognacs,Cognac extra,natural cork,France,,230.0 Kcal / 100ml,,,Sold in gift packaging,Hardy Rare Fine Champagne XO,bottle,117.11 EUR,Hardy Cognac,930007,,AC Cognac Fine Champagne,sale-to-order selection,5.0 g/l,Social Wines,"amber-brown,full-bodied,aged,soft,smooth,date notes,cigar box notes,flowery",0.7,
0,,,40.0%,,,Cognacs,Cognac extra,natural cork,France,,230.0 Kcal / 100ml,,,Sold in gift packaging,Hardy Rare Fine Champagne XO,bottle,117.11 EUR,Hardy Cognac,930007,,AC Cognac Fine Champagne,sale-to-order selection,5.0 g/l,Social Wines,"amber-brown,full-bodied,aged,soft,smooth,date notes,cigar box notes,flowery",0.7,
0,5.7 g/l,,12.0%,,,Red wine,Berried & fresh,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,"Zweigelt,Sankt Laurent","tapas and antipasti,mild cheeses,pork,party wine,metal screw cap,organic,natural wine",,Beck Ink 2017,bottle,20.53 EUR,Weingut Judith Beck,919217,,Burgenland,general selection,1.0 g/l,Vindirekt Finland,"light-bodied,medium tannic,lingonberry notes,sour cherry,spicy,hint of stable",0.75,
0,6.0 g/l,,13.0%,,,White wine,Crisp & fruity,metal screw cap,Spain,,70.0 Kcal / 100ml,,"chicken, turkey,lean fish,seafood,metal screw cap",,Tandem Inmacula 2014,bottle,21.67 EUR,Tandem,911747,Others,DO Navarra,sale-to-order selection,,Arcus Finland,"dry,medium acidic,apricot notes,flowery,herbal notes",0.75,
0,6.0 g/l,,13.0%,,,White wine,Crisp & fruity,metal screw cap,Spain,,70.0 Kcal / 100ml,,"chicken, turkey,lean fish,seafood,metal screw cap",,Tandem Inmacula 2014,bottle,21.67 EUR,Tandem,911747,Others,DO Navarra,sale-to-order selection,,Arcus Finland,"dry,medium acidic,apricot notes,flowery,herbal notes",0.75,
0,7.5 g/l,,12.0%,,,White wine,Nuanced & structured,metal screw cap,New Zealand,0.1 €,70.0 Kcal / 100ml,Riesling,"sushi,seafood,fatty fish,aperitif,metal screw cap",,Villa Maria Cellar Selection Riesling 2016,bottle,23.84 EUR,Villa Maria,520827,,Marlborough,general selection,7.0 g/l,Social Wines,"dry,acidic,citrus notes,yellow apple notes,ripe gooseberry notes,mineral notes,minerally,herbal notes",0.75,
0,6.5 g/l,,12.0%,,,White wine,Crisp & fruity,plastic closure,South Africa,,70.0 Kcal / 100ml,Sauvignon Blanc,"salads, vegetarian food,savoury snacks,chicken, turkey,buffet,Fairtrade",,Frisky Zebras Sensuous Sauvignon Blanc carton package,carton package,9.7 EUR,United Nations of Wine,552078,Others,WO Western Cape,general selection,5.0 g/l,Servaali,"dry,medium acidic,honey melon notes,green apple notes,currant notes",1.0,
0,5.3 g/l,,14.5%,,,Red wine,Luscious & jammy,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,Shiraz,"beef,mutton, lamb,grilled food,pork,metal screw cap",,Windy Peak Heathcote Shiraz 2016,bottle,20.45 EUR,De Bortoli Wines,406837,Victoria,Heathcote,general selection,1.0 g/l,Bornicon & Salming,"full-bodied,tannic,dark cherry notes,blackberry notes,ripe plum notes,oak notes,spicy",0.75,
0,,,4.8%,"ale
(ipa)",54.0 EBU,Beer,Ale,crown cap,United States,,40.0 Kcal / 100ml,,"oriental food,savoury snacks",,Two Roads Lil haven Session IPA,bottle,11.18 EUR,Two Roads Brewing,952495,,,sale-to-order selection,,Craft & Cask,"straw-yellow,medium-bodied,strongly hopped,straw-yellow,medium full bodied,strongly hopped,grapefruity,citrus notes",0.355,10.9 °P
0,6.0 g/l,,13.0%,,,White wine,Generous & toasty,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Garganega,"pork,game birds,tapas and antipasti,clams, mussels, scallops and oysters,organic",,Pieropan La Rocca 2015,bottle,39.84 EUR,Pieropan,584257,The Veneto,DOC Soave Classico,general selection,3.0 g/l,Vinetum,"dry,acidic,ripe yellow plum notes,blood grapefruit notes,slightly creamy,mineral notes,minerally,oak notes,balanced",0.75,
0,,,9.5%,"ale
(golden ale)",37.0 EBU,Beer,Ale,crown cap,Belgium,0.1 €,70.0 Kcal / 100ml,,"oriental food,fatty fish,pork,meditation beverage",,Duvel Tripel Hop Citra,bottle,13.61 EUR,Duvel Moortgat,790664,,,general selection,,Servaali,"straw-yellow,full-bodied,strongly hopped,honey flake notes,white pepper notes,citrus notes,grassy,light ginger aroma,warm",0.33,18.7 °P
0,8.8 g/l,Lower-alcohol wine,8.5%,,,White wine,Crisp & fruity,metal screw cap,Germany,,70.0 Kcal / 100ml,Riesling,"oriental food,sushi,mild cheeses,meditation beverage,metal screw cap,local eco certificate",,Dönnhoff Kreuznacher Krötenpfuhl Riesling Kabinett 2016,bottle,31.76 EUR,Weingut Dönnhoff,901664,Nahe,QbA Nahe,sale-to-order selection,50.0 g/l,Craft & Cask,"sweet,acidic,apricot notes,fruity,spicy",0.75,
